ID,tweet_text,tweet text,0
2907,"b'@ayemojubar Of course, he will win. Edo is not Lagos o. #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020'", Of course he will win Edo is not Lagos of ,0
2908,"b""Ize-iyamu Has A Chance Of Being Governor In 2024 If.  If ize-iyamu can make the call now, Edo people won't forget. Call obaseki now and congratulate him, else, this is the end of the road for you..... Tomorrow might be too late. #EdoDecides2020 #EdoDecides #EdoElection #BBNaija https://t.co/IC7LX7wC10""", Ize iyamu Has Chance Of Being Governor In If If ize iyamu can make the call now Edo people will not forget Call obaseki now and congratulate him else this is the end of the road for you Tomorrow might be too late ,0
2909,b'I just tweeted this Yeye situation room ....  #EdoDecides2020  #EdoElection https://t.co/kSnGLQN7TQ', just tweeted this Yeye situation room ,0
2910,"b'#EdoElection Results for Etsako West LGA: ADP - 184 APC - 26,140 APGA - 17 PDP - 17,959  Total valid votes - 44,539 Total rejected votes - 2,828 Total votes cast - 47,367  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #Edoelection #EdoDecides https://t.co/Jj9AJU3Z5y'", Results for Etsako West LGA ADP APC APGA PDP Total valid votes Total rejected votes Total votes cast Follow our Liveblog for more updates gt gt gt ,0
2911,b'Edo PDP leave situation room you need to have someone like Uche Onyeagocha of Imo state that will tear any fake result that will be smuggled in and also an Orubebe that will tell them we will not take this. #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020 https://t.co/UuKedQl8xt', Edo PDP leave situation room you need to have someone like Uche Onyeagocha of am going to state that will tear any fake result that will be smuggled in and also an Orubebe that will tell them we will not take this ,0
2912,b'I Will Score The INEC\xe2\x80\x99s Election-results Viewing-portal 13% Only #Edo2020 #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos  #BBNaija #KiddwayaTheCruiseKing #MUNCRY #GoldPartyXNengi #GoldParty #bbnajia2020 #OZODeyForYou #BBNaijaLockdown #Nengi #Laycon #OzoNengi https://t.co/fCBF9d0f8z', Will Score The INEC xe Election results Viewing portal Only ,0
2913,"b'Frustration dey kill oooo\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3  9ja Youths don wise now\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c...  ""You be mumu man, you think say you wise""\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3  #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020 #edodecide2020 #edoelection2020 https://t.co/S74pc9WslB'", Frustration dey kill oooo xf xa xa xf xa xa xf xa xa xf xa xa ja Youths don wise now xf xf You be mumu man you think say you wise xf xa xa xf xa xa xf xa xa xf xa xa ,1
2914,b'Inconclusive not an option.  Next Governor of #EdoState.  @IzeIyamu4EdoGov   #EdoDecides2020 #EdoDecides  #EdoElection  #Edo2020  #edodecide2020 https://t.co/uiuKNBDAIS', Inconclusive not an option Next Governor of ,0
2915,"b'They should be showing the coliation center now @channelstv , stop showing us these yeye news this early morning ......  Please space us this repeated news till tomorrow evening \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f  #EdoElection  #EdoDecides2020'", They should be showing the coliation center now stop showing us these yeye news this early morning Please space us this repeated news till tomorrow evening xf xf ,0
2916,b'Edo State PDP officials should leave the nonsense situation room and go to protect their votes....  What rubbish are you doing in situation room when the short man will be doing wonders at the field \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f  It can never be my State   #EdoElection  #EdoDecides2020', Edo State PDP officials should leave the nonsense situation room and go to protect their votes What rubbish are you doing in situation room when the short man will be doing wonders at the field xf xa xa xf xbc xe xe xef xb xf xa xa xf xbc xe xe xef xb It can never be my State ,0
2917,"b'RESULT OF POLL: Owan East LGA APC: 19,295 PDP: 14,762 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'", RESULT OF POLL Owan East LGA APC PDP FOLLOW LIVE ,0
2918,b'#Edo2020: Edo Election Results From Different LGAs Announced By INEC #EdoDecides2020 #EdoElection https://t.co/a000eApNnv', Edo Election Results From Different LGAs Announced By INEC ,0
2919,b'#Edo2020: Edo Election Results From Different LGAs Announced By INEC #EdoDecides2020 #EdoElection https://t.co/e2GGBl9ek2', Edo Election Results From Different LGAs Announced By INEC ,0
2920,"b'RESULT OF POLL: Igueben LGA PDP: 7,870  APC: 5,199 votes #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX'", RESULT OF POLL Igueben LGA PDP APC votes FOLLOW LIVE ,0
2921,b'Governor Wike was the best thing that happened to PDP in this election..... If not that short man with his brown uniform would have finished them.  #EdoDecides2020  #EdoElection', Governor Wike was the best thing that happened to PDP in this election If not that short man with his brown uniform would have finished them ,0
2922,b'#EdoDecides2020 #EdoDecides #EdoElection #Edo2020 . This is their trick \xe2\x98\xba\xef\xb8\x8f. They want to use Edo Election as Litmus test for 2023.  Should Edo people permit it. Sorry will be there case. No long story \xf0\x9f\x98\xb8  #GodNoGoShameUs #GodNoGoShameUs @PeterObi @GovWike @dino_melaye https://t.co/yS4ND0pTsL', This is their trick xe xba xef xb They want to use Edo Election as Litmus test for Should Edo people permit it Sorry will be there case No long story xf xb ,0
2923,"b'By this time tomorrow, Tinubu and oshobaba will be like lepar #EdoDecides2020 #EdoDecides #EdoElection #Edo2020 #EdoNoBeLagos'", By this time tomorrow Tinubu and oshobaba will be like lepar ,0
2924,b'If Edo people are sleeping when they\xe2\x80\x99ve not announced the final results you guys are wrong ......  #EdoElection  #EdoDecides2020', If Edo people are sleeping when they xe ve not announced the final results you guys are wrong ,0
2925,b'#EdoElection: The Nigerian Police Force has ordered the Rivers State Governor Nyesom Wike to leave Edo State with immediate effect.  #EdoDecides #EdoDecides2020 #Edo2020 https://t.co/9MwThljRay', The Nigerian Police Force has ordered the Rivers State Governor Nyesom Wike to leave Edo State with immediate effect ,0
2926,"b'#Edo2020 Can you imagine \xf0\x9f\x98\xb2\xf0\x9f\x98\xae!  They have refused to develop the people. But deprived them from better Life, at the alter of their stupid ambition.  Niger Delta is not your #Kitchen Oga Politician. #EdoDecides2020 #EdoDecides #EdoElection #EdoVoteWatch2020  @GovWike @dino_melaye https://t.co/bJ27u6Doma'", Can you imagine xf xb xf xae They have refused to develop the people But deprived them from better Life at the alter of their stupid ambition Niger Delta is not your Oga Politician ,1
2927,"b""Wike single handedly rendered Rotimi Amaechi Importent. Wike is making Oshomole homeless. ''Dike eji eje mba'' title is not for kids  #EdoDecides2020 #EdoElection #EdoNoBeLagos https://t.co/kLcRFDrBc7""", Wike single handedly rendered Rotimi Amaechi Importent Wike is making Oshomole homeless Dike eji eje mba title is not for kids ,0
2928,"b'The way my people slept by the votes is what should be happening in Edo right now , if not that Labour man will come with his brown uniform   #EdoElection  #EdoDecides2020'", The way my people slept by the votes is what should be happening in Edo right now if not that Labour man will come with his brown uniform ,0
2929,b'Me I\xe2\x80\x99m awake for this updates ooooo...  #EdoElection  #EdoDecides2020 https://t.co/8zMXOiHric', Me xe awake for this updates ooooo ,0
2930,"b'APC are really leading in that Etsako ooo....,  Lord please give Wike wisdom to die by the votes ooo  #EdoDecides2020  #EdoElection'", APC are really leading in that Etsako ooo Lord please give Wike wisdom to die by the votes ooo ,0
2931,b'So what\xe2\x80\x99s happening in #edo state now ??  #EdoDecides #EdoDecides2020 #EdoElection #EdoNoBeLagos', So what xe happening in state now ,0
2932,"b'7,865 vote difference from the collated result so far  #EdoDecides  #EdoDecides2020  #EdoElection'", vote difference from the collated result so far ,0
2933,"b'Edo Election Results: INEC Announces Results Of 3 LGAs, PDP In Early Lead #EdoDecides2020 #EdoNoBeLagos #Edo2020 #EdoElection #EdoDecides #SnapAndSend #AllEyesOnINEC https://t.co/WTDvrpqjfc'", Edo Election Results INEC Announces Results Of LGAs PDP In Early Lead ,0
2934,"b'10:57pm,  Results for Ward 04 (OHORDUA), Esan South East LGA,   APC - 585 PDP - 780 #EdoDecides2020 #EdoElection #Edo2020  Ward 3- Akoko Edo  Registered voters- 10,193 Accredited voters- 3,448  APC - 1,914 PDP - 1,424  #EdoDecides2020 #EdoElection #Edo2020'", pm Results for Ward OHORDUA Esan South East LGA APC PDP Ward Akoko Edo Registered voters Accredited voters APC PDP ,0
2935,"b'10:57pm, Collation center Etsako Central  At John boys model G/S, Fugar.   WARD 7  APC -953 PDP-768  #EdoDecides2020 #EdoElection #Edo2020'", pm Collation center Etsako Central At John boys model Fugar WARD APC PDP ,0
2936,"b'TIME: 11:08pm ETSAKO-EAST LOCAL GOVERNMENT  NAME OF RA: Agenebode CODE: 01 REGISTERED VOTERS: 11,378 Accredited voters:3,505  APC: 2,013 PDP: 1,362  #EdoDecides2020 #EdoElection #Edo2020'", TIME pm ETSAKO EAST LOCAL GOVERNMENT NAME OF RA Agenebode CODE REGISTERED VOTERS Accredited voters APC PDP ,0
2937,b'#EdoDecides2020: Official Results From Local Governments via @Reporters_Large https://t.co/ihIIpVlqKF  @OfficialPDPEdo @EdoStateAPC @GovernorObaseki @PastorIzeIyamu @LindaLeeKing @OfficialPDPNig @OfficialAPCNg @APCUKingdom #politics #EdoDecides #EdoElection #Nigeria #BREAKING', Official Results From Local Governments via ,0
2938,"b'Follow @inecnigeria @YIAGA @CDDWestAfrica @SituationRoomNg for coverage on #EdoDecides #EdoDecides2020 #EdoElection There are too many party followers across APC/PDP giving inaccurate updates.   #ElectoralReformsNow  @MBuhari @ProfOsinbajo Please, why the delay re #ElectoralAct?'", Follow for coverage on There are too many party followers across APC PDP giving inaccurate updates Please why the delay re ,0
2939,"b'Hope Uzodinma to Ganduje and other @OfficialAPCNg Governors and Chieftain. .......""You know I am a first time governor, this issue of US and UK visa ban threat"" Let\'s do the much we can.  #EdoDecides2020 #EdoNoBeLagos  #EdoElection https://t.co/TgF3jcYBuO'", Hope Uzodinma to Ganduje and other Governors and Chieftain You know am first time governor this issue of US and UK visa ban threat Let do the much we can ,0
2940,"b'Collation officials must not be hindered in anyway from ensuring accurate, timely, transparent collation of election results statewide.   @inecnigeria #EdoDecides2020 #EdoDecides #EdoElection #Edo2020 #edodecide2020'", Collation officials must not be hindered in anyway from ensuring accurate timely transparent collation of election results statewide ,0
2941,b'Security agents need to be professional and neutral in the discharge of their duties. #EdoDecides2020 @PoliceNG @HQNigerianArmy @CIVILDEFENDERS @DefenceInfoNG @inecnigeria @InecNews #EdoDecides #EdoElection #Edo2020 #edodecide2020', Security agents need to be professional and neutral in the discharge of their duties ,0
2942,b'It is important that all polling unit results are immediately uploaded on the @inecnigeria Election Result Viewing Portal.  #EdoDecides2020 #EdoDecides #EdoElection #Edo2020 #edodecide2020 @InecNews https://t.co/rj8Nsq9ccq', It is important that all polling unit results are immediately uploaded on the Election Result Viewing Portal ,0
2943,"b'Edo Election Results: INEC Announces Results Of 3 LGAs, PDP Leads Massively #EdoDecides2020 #EdoNoBeLagos #Edo2020 #EdoElection #EdoDecides #SnapAndSend #AllEyesOnINEC https://t.co/BkZVLHKpM5'", Edo Election Results INEC Announces Results Of LGAs PDP Leads Massively ,0
2944,b'Details: PDP Raises Alarm Over Edo Guber Election Results  https://t.co/lxQilwWMjP  #EdoDecides2020 #EdoMarshalSaysTorgba #EdoElection #EdoDecides #Edo2020 #edoelection2020 #EdoNoBeLagos #EDOELECTIONS #EdoIsPDP #EdoDeservesObaseki #EdoVoteWatch2020 #APC2020 #APC #pdp #bbnajia2020', Details PDP Raises Alarm Over Edo Guber Election Results ,0
2945,b'@toluogunlesi @jidesanwoolu Tell all your @OfficialAPCNg friends to Go and listen to FEM... music by Davido Adeleke ! #GbeduWithLaycon #ios14homescreen #DavidoIsBigger #Laycon #EdoDecides2020 #EdoDecides #EdoNoBeLagos #EdoElection #Edo2020 @OfficialPDPNig #EDOELECTIONS #davido #davidofem #DJLambo #BBNaijia', Tell all your friends to Go and listen to FEM music by Davido Adeleke ,0
2946,b'@ManUtd Tell all your @OfficialAPCNg friends to Go and listen to FEM... music by Davido Adeleke ! #GbeduWithLaycon #ios14homescreen #DavidoIsBigger #Laycon #EdoDecides2020 #EdoDecides #EdoNoBeLagos #EdoElection #Edo2020 @OfficialPDPNig #EDOELECTIONS #davido #davidofem #DJLambo #BBNaijia', Tell all your friends to Go and listen to FEM music by Davido Adeleke ,0
2947,"b""I think PMB's recent decisions has destroyed the good chance for APC in 2023.  #MYThought #EdoDecides2020  #EdoDecides  #EdoElection  #Edo2020  #EdoNoBeLagos  #EdoVoteWatch2020""", think PMB recent decisions has destroyed the good chance for APC in ,0
2948,b'@pmnewsnigeria Tell all your @OfficialAPCNg friends to Go and listen to FEM... music by Davido Adeleke ! #GbeduWithLaycon #ios14homescreen #DavidoIsBigger #Laycon #EdoDecides2020 #EdoDecides #EdoNoBeLagos #EdoElection #Edo2020 @OfficialPDPNig #EDOELECTIONS #davido #davidofem #DJLambo #BBNaijia', Tell all your friends to Go and listen to FEM music by Davido Adeleke ,0
2949,b'@official2baba @NDI Tell all your @OfficialAPCNg friends to Go and listen to FEM... music by Davido Adeleke ! #GbeduWithLaycon #ios14homescreen #DavidoIsBigger #Laycon #EdoDecides2020 #EdoDecides #EdoNoBeLagos #EdoElection #Edo2020 @OfficialPDPNig #EDOELECTIONS #davido #davidofem #DJLambo #BBNaijia', Tell all your friends to Go and listen to FEM music by Davido Adeleke ,0
2950,b'@ize_osagie Tell all your @OfficialAPCNg friends to Go and listen to FEM... music by Davido Adeleke ! #GbeduWithLaycon #ios14homescreen #DavidoIsBigger #Laycon #EdoDecides2020 #EdoDecides #EdoNoBeLagos #EdoElection #Edo2020 @OfficialPDPNig #EDOELECTIONS #davido #davidofem #DJLambo #BBNaijia', Tell all your friends to Go and listen to FEM music by Davido Adeleke ,0
